Año de Fecha,Tipo Huevo,Canal,Ciudad ,Uds,Prom. Uds,Precio Full,Precio,Costo Pcc ,Empaque ,Clasificación ,Almacenamiento,1era Milla,Admon UM/Huevo,Log UM Veh,Total Ccial UM,Ccial UM,Mercaderismo,Staff ,Mercadeo ,Otros G.Venta,Admon ,Depreciaciones,Dev Total ,Averías Post Entrega,EBITDA (Ccial Ajustado)/Huevo,Mg. Ebitda Ccial,Prom. Dias Cartera,Cartera,Ebitda (Cartera),Mg Ebitda.
2025,AAA,MY,POPAYAN,"210,240","70,080",249.16,249.16,287.77,7.87,15.34,3.39,17.56,0,0,0.7,0.7,0,0.71,0,3.26,9.69,8.39,1.12,0,-89.87,-0.36,17,0.84,-90.71,-0.36
2025,AAA,TAT,BARRANQUILLA,"72,707","12,118",547.85,547.85,289.79,22.64,18.71,3.7,15.38,8.48,11.23,22.49,22.49,0,1.67,4.87,6.71,26.34,8.38,0,0,124.22,0.23,0,0,126.15,0.23
2025,AAA,TAT,BOGOTA,"39,252,893","6,542,149",454.39,454.39,289.69,10.44,17.52,3.75,16.79,14.27,9.98,25.69,25.69,0,1.44,4.85,5.88,23.08,8.34,0,0,39.35,0.09,0,0,42.94,0.09
2025,AAA,TAT,BUCARAMANGA,"17,985","2,998",640,640,290.33,50.3,24.44,3.79,6.89,7.96,13.97,28.86,28.86,0,1.99,6.19,8,31.63,8.38,0,0,174.03,0.27,0,0,176.31,0.28
2025,AAA,TAT,CALI,"12,871,633","2,145,272",459.94,459.94,289.52,10.27,16.42,3.73,5.71,14.18,11.12,27.55,27.55,0,1.46,4.71,5.94,23.28,8.35,0,0,54.4,0.12,0,0,56.52,0.12
2025,AAA,TAT,CARTAGENA,30,30,640,640,287.15,49.91,24.91,3.76,25.63,14.65,4.2,17.55,17.55,0,2.13,10.43,7.28,32.78,8.13,0,0,167.74,0.26,0,0,172.66,0.27
2025,AAA,TAT,CUCUTA,"70,860","11,810",626.94,626.94,290.2,49.22,24.17,3.76,17.33,11.36,11.77,25.5,25.5,0,1.98,6.31,7.92,31.36,8.37,0,0,154.45,0.25,0,0,154.93,0.25
2025,AAA,TAT,MEDELLIN,"19,440,544","3,240,091",459.95,459.95,289.79,10.59,16.56,3.76,16.05,16.91,11.96,20.52,20.52,0,1.45,4.87,5.91,23.15,8.35,0,0,46.78,0.1,0,0,54.71,0.12
2025,AAA,TAT,MONTERIA,"5,759","5,759",500,500,289.62,8.4,14.7,3.17,27.1,9.45,14.92,21.56,21.56,0,1.48,1.73,6.13,24.17,7.98,0,0,85.55,0.17,0,0,87.37,0.17
2025,AAA,TAT,PASTO,"4,579,598","763,266",463.7,463.7,289.59,11.04,16.31,3.74,18.45,6.07,6.22,18.02,18.02,0,1.47,4.76,6,23.49,8.36,0,0,66.92,0.14,0,0,67.51,0.15
2025,AAA,TAT,POPAYAN,"1,482,038","247,006",459.09,459.09,289.64,10.53,17.07,3.74,12.76,7.56,6.48,20.29,20.29,0,1.45,4.82,5.91,23.22,8.34,0,0,63.97,0.14,0,0,64.93,0.14
2025,AAA,TAT,SANTA MARTA,660,220,590,590,294.04,50.14,25.11,4.05,23.57,6.93,8.32,20.57,20.57,0,1.92,6.97,7.14,26.89,8.55,0,0,122.9,0.21,0,0,123.1,0.21
2025,AAA,TAT,SINCELEJO,"37,697","9,424",496.92,496.92,288.22,9.95,15.71,3.82,29.22,27.57,2.16,33.17,33.17,0,1.29,6.82,5.5,22.52,8.16,0,0,59.12,0.12,0,0,67.23,0.14
2025,AAA,TAT,VALLEDUPAR,"39,765","6,628",634.34,634.34,289.68,50.37,24.06,3.71,22.52,8.54,8.88,21.87,21.87,0,1.98,6.31,8.02,32.22,8.27,0,0,164.46,0.26,0,0,164.63,0.26
2025,AAA,TAT,VILLAVICENCIO,"304,676","60,935",384.39,384.39,286.95,8.39,15.97,3.7,11.56,63.83,0,75.55,75.55,0,1.47,4.36,6.31,24.89,8.5,0,0,-110.1,-0.29,0,0,-74.03,-0.19
2025,B,EXPO,CARTAGENA,"7,170,120","1,195,020",461.49,461.49,289.54,27.12,15.86,0,18.46,0,40.98,0,0,0,0,0,0,0,8.44,0,0,77.96,0.17,0,0,77.96,0.17
2025,B,GS,BARRANQUILLA,"5,065,770","844,295",422.83,357.08,289.09,28.62,24.47,3.71,18.71,0.27,2.43,0,0,0,2.69,0,4.03,18.53,8.38,3.03,0.03,-30.14,-0.08,41,13.37,-44.29,-0.12
2025,B,GS,BOGOTA,"312,600","78,150",428.1,367.01,289.27,28.6,25.03,3.77,25.98,0,11.35,0,0,0,2.78,0,4.01,17.94,8.57,0,0,-33.13,-0.09,45,13.1,-46.23,-0.13
2025,B,GS,CALI,"210,300","70,100",443,401.66,292.77,28.6,24.73,3.89,6.15,0,19.12,0,0,0,2.88,0,4.1,16.54,8.78,0,0,11.66,0.03,44,12.27,-0.61,0
2025,B,GS,CARTAGENA,"3,319,440","553,240",422.4,356.4,289.04,28.62,24.24,3.66,19.46,0.1,1.66,0,0,0,2.63,0,4,18.53,8.34,3.65,0.33,-31.18,-0.09,36,13.17,-44.31,-0.12
2025,B,HD,BARRANQUILLA,"20,807,040","3,467,840",423.62,410.46,290.47,17.87,24.43,3.8,8.28,0,6.33,0,0,0,1.28,0,4.57,20.07,8.38,0.56,0,41.18,0.1,9,0.5,40.69,0.1
2025,B,HD,MONTERIA,"2,903,040","725,760",436.27,412.86,291.86,15.9,24.5,3.97,19.29,0,6.86,0,0,0,1.2,0,4.34,18.59,8.5,0.12,0,34.72,0.08,25,2.18,32.54,0.08
2025,B,HD,PEREIRA,"29,520","14,760",397.14,387.33,284.31,17.41,23.96,3.45,-2.22,0,-40.21,0,0,0,1.37,0,5.63,24.77,8.87,5.92,0,71.83,0.19,15,0.14,71.69,0.19
2025,B,HD,VALLEDUPAR,"9,870,180","1,645,030",426.41,414.21,290.71,34.27,24.54,3.85,19.65,0,0.63,0,0,0,1.27,0,4.53,19.81,8.4,3.71,0,19.65,0.05,5,0.2,19.45,0.05
2025,B,MY,BARRANQUILLA,"660,120","330,060",211.21,211.21,288.02,7.76,16.15,3.56,38.22,0,0,0.92,0.92,0,0.53,0,2.61,7.35,8.08,0,0,-145.82,-0.69,16,0.91,-146.72,-0.69
2025,B,MY,BOGOTA,"1,296,835","324,209",224.34,224.34,288.44,7.76,15.24,3.62,26.71,0,0,2.09,2.09,0,0.51,0,2.71,8.13,8.1,0.23,0,-122.98,-0.55,18,0.58,-123.56,-0.55
2025,B,MY,BUCARAMANGA,"445,500","222,750",199.17,199.17,289.63,7.77,14.7,3.17,6.81,0,0,0.71,0.71,0,0.52,0,2.78,7.37,7.98,0.01,0,-126.31,-0.63,25,0.82,-127.13,-0.64
2025,B,MY,CALI,"240,780","80,260",247.8,247.8,287.81,7.76,16.34,3.61,8.28,0,0,0.95,0.95,0,0.54,0,2.59,7.34,8.09,0.83,0,-80.15,-0.32,10,0.08,-80.23,-0.32
2025,B,MY,CARTAGENA,"6,564,819","1,312,964",292.08,292.08,289.2,7.76,15.44,3.71,19.76,0,0,3.43,3.43,0,0.56,0,2.9,8.97,8.28,0.1,0,-51.46,-0.18,10,0.4,-51.86,-0.18
2025,B,MY,MEDELLIN,"413,280","206,640",228.02,228.02,287.84,7.76,16.31,3.6,20.03,0,0,0.94,0.94,0,0.54,0,2.59,7.34,8.09,0,0,-110.83,-0.49,6,0.35,-111.18,-0.49
2025,B,MY,MONTERIA,"612,948","153,237",241.68,241.68,289.36,7.77,15.19,3.33,35.27,0,0,2.05,2.05,0,0.53,0,2.76,7.68,8.06,2.93,0,-117.12,-0.48,6,0.26,-117.38,-0.49
2025,B,MY,NEIVA,"92,400","30,800",285.69,285.69,288.11,7.76,15.17,3.87,28.05,0,0,3.26,3.26,0,0.48,0,2.68,8.72,8.14,0,0,-64.26,-0.22,24,1.43,-65.7,-0.23
2025,B,MY,PASTO,"1,838,370","459,593",237.16,237.16,287.94,7.76,15.96,3.67,18.52,0,0,1.6,1.6,0,0.52,0,2.62,7.74,8.1,0,0,-101.07,-0.43,12,0.6,-101.67,-0.43
2025,B,MY,POPAYAN,"1,973,430","657,810",219.83,219.83,287.62,7.76,16.21,3.76,13.4,0,0,1.75,1.75,0,0.52,0,2.59,7.8,8.13,0,0,-113.46,-0.52,16,0.64,-114.09,-0.52
2025,C,MY,BARRANQUILLA,"38,010","12,670",218.59,218.59,292.25,7.76,16.28,3.81,33.07,0,0,6.06,6.06,0,0.41,0,2.44,6.45,8.22,0,0,-141.71,-0.65,12,1.08,-142.79,-0.65
2025,C,MY,BOGOTA,"3,108,725","518,121",202.01,202.01,289.82,7.76,15.97,3.83,25.92,0,0,5.92,5.92,0,0.4,0,2.48,6.57,8.3,0.07,0,-148.41,-0.73,16,0.31,-148.73,-0.74
2025,C,MY,BUCARAMANGA,"2,160,924","360,154",192.24,192.24,289.98,7.76,15.82,3.76,7.84,0,0,6.08,6.08,0,0.41,0,2.56,6.53,8.46,0.84,0,-140.87,-0.73,10,1.74,-142.61,-0.74
2025,C,MY,CALI,"328,708","82,177",193.89,193.89,288.14,7.76,15.09,3.88,6.85,0,0,3.38,3.38,0,0.35,0,2.41,6.51,8.14,0,0,-132.35,-0.68,11,0.49,-132.84,-0.69
2025,C,MY,CARTAGENA,"622,732","155,683",266.88,266.88,293.53,7.75,16.06,4.1,14.99,0,0,11.64,11.64,0,0.4,0,2.59,7.72,8.42,6.59,0,-90.08,-0.34,17,1.13,-91.21,-0.34
2025,C,MY,MEDELLIN,"61,590","20,530",203.57,203.57,303.34,7.74,19.92,4.22,7.7,0,0,16.49,16.49,0,0.55,0,2.58,7.59,8.58,50.74,0,-208.73,-1.03,42,-9.62,-199.11,-0.98
2025,C,MY,NEIVA,"45,360","22,680",204.78,204.78,288.79,7.76,14.68,3.65,32.55,0,0,2.81,2.81,0,0.35,0,2.42,6.15,8.09,0,0,-146.28,-0.71,25,1.5,-147.78,-0.72
2025,C,MY,PASTO,"288,960","72,240",196.92,196.92,287.82,7.76,16.2,3.82,18.05,0,0,3.06,3.06,0,0.39,0,2.38,6.12,8.18,0,0,-140.5,-0.71,10,0.2,-140.71,-0.71
2025,C,MY,POPAYAN,"873,194","174,639",212.76,212.76,291.76,7.76,15.56,3.97,14.93,0,0,9.05,9.05,0,0.38,0,2.54,7.29,8.33,0,0,-132.15,-0.62,13,0.25,-132.4,-0.62
2025,HLP,HLP,BARRANQUILLA,"3,630,228","605,038",447.91,447.91,257.11,8.28,,3.76,10.85,23.15,33.7,8.66,8.66,0,2.78,0,4.73,22.32,8.99,0,0,81.57,0.18,0,0,104.72,0.23
2025,HLP,HLP,BOGOTA,"44,812,572","7,468,762",440.16,440.16,257.86,8.77,,3.82,13.43,11.14,32.43,7.68,7.68,0,2.76,0,4.6,21.54,8.96,0,0,85.11,0.19,0,0,96.25,0.22
2025,HLP,HLP,CALI,"986,160","164,360",425.11,425.11,256.84,8.26,,3.78,12.11,11.62,33.4,8.24,8.24,0,2.76,0,4.71,21.97,8.99,0,0,70.42,0.17,0,0,82.04,0.19
2025,HLP,HLP,CARTAGENA,"51,660","10,332",514.29,514.29,257.85,9.06,,3.96,17.02,11.68,31.02,7.05,7.05,0,2.78,0,4.47,21.4,8.86,0,0,156.85,0.31,0,0,168.53,0.33
2025,HLP,HLP,MEDELLIN,"1,759,800","351,960",383.28,383.28,258.2,9.29,,3.57,8.87,11.8,34.68,9.01,9.01,0,2.61,0,4.87,22.51,8.9,0,0,26.77,0.07,0,0,38.57,0.1
2025,HLP,HLP,PEREIRA,"1,101,765","183,628",523.81,523.81,255.72,7.58,,3.77,10.92,11.98,34.26,8.78,8.78,0,2.79,0,4.8,22.37,9.05,0,0,169.91,0.32,0,0,181.88,0.35
2025,NC,MY,BOGOTA,"2,276,158","379,360",252.45,252.45,286.98,7.87,15.69,3.64,33.02,0,0,1.54,1.54,0,0.46,0,2.66,6.57,8.52,4.67,0,-102.13,-0.4,10,0.22,-102.36,-0.41
2025,NC,MY,BUCARAMANGA,"8,633,537","1,438,923",233.68,233.68,289.51,8.12,15.79,3.73,7.67,0,0,4.45,4.45,0,0.45,0,2.61,7.1,8.33,4.14,0,-101.57,-0.43,12,1.14,-102.71,-0.44
2025,NC,MY,CALI,"1,612,800","537,600",161.5,161.5,287.9,8.24,15.58,3.44,9.21,0,0,0.77,0.77,0,0.47,0,2.61,6.43,8.28,0,0,-164.87,-1.02,7,0.06,-164.94,-1.02
2025,NC,MY,PASTO,"145,710","145,710",196.03,196.03,286.09,7.79,15.74,3.56,25.19,0,0,0.66,0.66,0,0.47,0,2.75,6.14,8.8,16.32,0,-159.87,-0.82,15,0.02,-159.9,-0.82
2025,NC,MY,POPAYAN,"5,436,720","906,120",189.41,189.41,289.73,8.13,15.91,3.74,16.89,0,0,5.51,5.51,0,0.46,0,2.65,7.15,8.43,0,0,-152.33,-0.8,13,0.47,-152.8,-0.81
2025,YUMBO,AU ESP,BUCARAMANGA,"191,900","31,983",700,682.33,290.58,52.61,24.53,3.81,6.57,8.28,33.26,57.41,9.18,48.22,5.04,7.24,12.27,32.98,8.35,0.04,23.78,132.29,0.19,55,20.85,105.8,0.16
2025,YUMBO,AU ESP,CALI,0,,,,,,,,,,,,,,,,,,,,,,,0,,,
2025,YUMBO,FS,BUCARAMANGA,"6,780","1,130",$ 700.00,$ 700.00,$ 290.17,$ 52.65,$ 24.46,$ 3.78,$ 6.80,$ 8.16,$ 32.85,$ 0.83,$ 0.83,$ 0.00,$ 5.21,$ 7.34,$ 12.88,$ 35.02,$ 8.36,$ 0.33,$ 0.00,$ 227.87,32.55%,12,$ 1.28,$ 221.04,31.58%
2025,YUMBO,TAT,BARRANQUILLA,"10,703","1,784",$ 600.00,$ 600.00,$ 289.82,$ 24.83,$ 15.51,$ 3.80,$ 13.41,$ 8.79,$ 12.59,$ 22.45,$ 22.45,$ 0.00,$ 1.81,$ 6.93,$ 6.70,$ 29.94,$ 8.24,$ 0.00,$ 0.00,$ 171.67,28.61%,0,$ 0.00,$ 173.49,28.92%
2025,YUMBO,TAT,BOGOTA,"951,103","158,517",$ 600.00,$ 600.00,$ 290.01,$ 24.86,$ 15.77,$ 3.78,$ 16.05,$ 14.03,$ 9.95,$ 25.39,$ 25.39,$ 0.00,$ 1.88,$ 6.71,$ 6.74,$ 29.89,$ 8.31,$ 0.00,$ 0.00,$ 163.26,27.21%,0,$ 0.00,$ 166.78,27.80%
2025,YUMBO,TAT,BUCARAMANGA,"4,160","1,040",$ 606.25,$ 606.25,$ 290.05,$ 25.22,$ 16.20,$ 3.91,$ 3.38,$ 9.27,$ 13.81,$ 29.79,$ 29.79,$ 0.00,$ 1.84,$ 8.86,$ 6.26,$ 28.43,$ 8.34,$ 0.00,$ 0.00,$ 177.57,29.29%,0,$ 0.00,$ 180.08,29.70%
2025,YUMBO,TAT,CALI,"745,190","124,198",$ 600.00,$ 600.00,$ 289.58,$ 24.91,$ 15.71,$ 3.71,$ 5.54,$ 13.87,$ 11.13,$ 27.51,$ 27.51,$ 0.00,$ 1.91,$ 6.25,$ 6.92,$ 30.56,$ 8.32,$ 0.00,$ 0.00,$ 170.73,28.46%,0,$ 0.00,$ 172.80,28.80%
2025,YUMBO,TAT,MEDELLIN,"362,103","60,351",$ 600.02,$ 600.02,$ 289.23,$ 24.89,$ 15.71,$ 3.71,$ 15.70,$ 16.98,$ 11.89,$ 20.53,$ 20.53,$ 0.00,$ 1.92,$ 5.96,$ 7.07,$ 31.23,$ 8.34,$ 0.00,$ 0.00,$ 163.54,27.25%,0,$ 0.00,$ 171.47,28.58%
2025,YUMBO,TAT,PASTO,"45,713","15,238",$ 600.00,$ 600.00,$ 290.38,$ 25.00,$ 15.40,$ 3.56,$ 18.77,$ 5.54,$ 5.94,$ 18.21,$ 18.21,$ 0.00,$ 1.93,$ 5.19,$ 7.20,$ 29.95,$ 8.49,$ 0.00,$ 0.00,$ 181.42,30.24%,0,$ 0.00,$ 181.76,30.29%
2025,YUMBO,TAT,POPAYAN,"120,699","20,117",$ 600.19,$ 600.19,$ 289.48,$ 24.93,$ 15.63,$ 3.63,$ 12.68,$ 8.30,$ 6.54,$ 20.60,$ 20.60,$ 0.00,$ 1.97,$ 4.90,$ 7.37,$ 31.51,$ 8.46,$ 0.00,$ 0.00,$ 181.11,30.18%,0,$ 0.00,$ 181.94,30.31%
